day,hour,alive,uninfected,infected,recovered,deaths,quarantined,max_infected,variance_infected,mean_infected,run_no,avg_susceptibility,avg_recovery_time,initial_population,initial_infected,average_death_rate,average_recovery_rate,quarantine_delay,mass_testing_intensity,social_distancing_intensity,lockdown_intensity
29,696,4780.0,4650.0,46.0,84.0,220.0,0.0,8.0,1.3896952280000001,1.910447761,3.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,90.0
30,720,4778.0,4650.0,43.0,85.0,222.0,0.0,8.0,1.3957143859999999,1.924242424,3.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,90.0
31,744,4776.0,4650.0,37.0,89.0,224.0,0.0,8.0,1.4077978690000001,1.953125,3.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,90.0
32,768,4773.0,4650.0,27.0,96.0,227.0,0.0,8.0,1.41909298,1.952380952,3.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,90.0
33,792,4772.0,4650.0,24.0,98.0,228.0,0.0,8.0,1.41909298,1.952380952,3.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,90.0
34,816,4772.0,4650.0,21.0,101.0,228.0,0.0,8.0,1.41909298,1.952380952,3.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,90.0
35,840,4772.0,4650.0,20.0,102.0,228.0,0.0,8.0,1.41909298,1.952380952,3.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,90.0
36,864,4772.0,4650.0,16.0,106.0,228.0,0.0,8.0,1.41909298,1.952380952,3.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,90.0
37,888,4772.0,4650.0,14.0,108.0,228.0,0.0,8.0,1.41909298,1.952380952,3.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,90.0
38,912,4772.0,4650.0,12.0,110.0,228.0,0.0,8.0,1.41909298,1.952380952,3.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,90.0
39,936,4772.0,4650.0,8.0,114.0,228.0,0.0,8.0,1.41909298,1.952380952,3.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,90.0
40,960,4772.0,4650.0,7.0,115.0,228.0,0.0,8.0,1.41909298,1.952380952,3.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,90.0
41,984,4772.0,4650.0,6.0,116.0,228.0,0.0,8.0,1.41909298,1.952380952,3.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,90.0
42,1008,4772.0,4650.0,6.0,116.0,228.0,0.0,8.0,1.41909298,1.952380952,3.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,90.0
43,1032,4772.0,4650.0,5.0,117.0,228.0,0.0,8.0,1.41909298,1.952380952,3.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,90.0
44,1056,4772.0,4650.0,3.0,119.0,228.0,0.0,8.0,1.41909298,1.952380952,3.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,90.0
45,1080,4772.0,4650.0,3.0,119.0,228.0,0.0,8.0,1.41909298,1.952380952,3.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,90.0
46,1104,4772.0,4650.0,1.0,121.0,228.0,0.0,8.0,1.41909298,1.952380952,3.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,90.0
47,1128,,,,,,,,,,3.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,90.0
48,1152,,,,,,,,,,3.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,90.0
49,1176,,,,,,,,,,3.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,90.0
50,1200,,,,,,,,,,3.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,90.0
51,1224,,,,,,,,,,3.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,90.0
52,1248,,,,,,,,,,3.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,90.0
53,1272,,,,,,,,,,3.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,90.0
54,1296,,,,,,,,,,3.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,90.0
55,1320,,,,,,,,,,3.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,90.0
56,1344,,,,,,,,,,3.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,90.0
57,1368,,,,,,,,,,3.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,90.0
58,1392,,,,,,,,,,3.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,90.0
59,1416,,,,,,,,,,3.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,90.0
60,1440,,,,,,,,,,3.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,90.0
61,1464,,,,,,,,,,3.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,90.0
62,1488,,,,,,,,,,3.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,90.0
63,1512,,,,,,,,,,3.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,90.0
64,1536,,,,,,,,,,3.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,90.0
65,1560,,,,,,,,,,3.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,90.0
0,0,5000.0,4999.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,100.0
1,24,5000.0,4993.0,7.0,0.0,0.0,0.0,2.0,0.577350269,1.5,4.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,100.0
2,48,4996.0,4978.0,18.0,0.0,4.0,0.0,4.0,1.164964745,1.75,4.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,100.0
3,72,4994.0,4963.0,31.0,0.0,6.0,0.0,5.0,1.328057327,1.928571429,4.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,100.0
4,96,4992.0,4921.0,71.0,0.0,8.0,0.0,8.0,1.6868248730000002,1.914285714,4.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,100.0
5,120,4985.0,4883.0,101.0,1.0,15.0,0.0,8.0,1.5650519980000002,1.86,4.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,100.0
6,144,4976.0,4851.0,123.0,2.0,24.0,0.0,8.0,1.507341456,1.9193548390000001,4.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,100.0
7,168,4969.0,4787.0,180.0,2.0,31.0,0.0,8.0,1.4618496159999999,1.9239130430000002,4.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,100.0
8,192,4957.0,4723.0,231.0,3.0,43.0,0.0,8.0,1.455004014,2.0089285709999998,4.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,100.0
9,216,4949.0,4688.0,258.0,3.0,51.0,0.0,10.0,1.488245286,1.937984496,4.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,100.0
10,240,4931.0,4683.0,245.0,3.0,69.0,0.0,10.0,1.55128811,1.9831932769999998,4.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,100.0
11,264,4921.0,4683.0,233.0,5.0,79.0,0.0,10.0,1.5699796190000002,2.0086956519999997,4.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,100.0
12,288,4911.0,4683.0,222.0,6.0,89.0,0.0,10.0,1.5883489469999998,2.009090909,4.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,100.0
13,312,4902.0,4683.0,211.0,8.0,98.0,0.0,10.0,1.6130535480000001,2.0,4.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,100.0
14,336,4890.0,4683.0,197.0,10.0,110.0,0.0,10.0,1.652831984,2.010204082,4.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,100.0
15,360,4880.0,4683.0,186.0,11.0,120.0,0.0,10.0,1.5228820440000002,1.945054945,4.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,100.0
16,384,4873.0,4683.0,177.0,13.0,127.0,0.0,10.0,1.5228820440000002,1.945054945,4.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,100.0
17,408,4867.0,4683.0,168.0,16.0,133.0,0.0,10.0,1.535916611,1.93258427,4.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,100.0
18,432,4857.0,4683.0,148.0,26.0,143.0,0.0,10.0,1.567564226,1.976190476,4.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,100.0
19,456,4851.0,4683.0,137.0,31.0,149.0,0.0,10.0,1.573360361,1.987951807,4.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,100.0
20,480,4837.0,4683.0,120.0,34.0,163.0,0.0,10.0,1.599780687,1.973684211,4.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,100.0
21,504,4830.0,4683.0,110.0,37.0,170.0,0.0,10.0,1.626271021,1.9444444440000002,4.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,100.0
22,528,4827.0,4683.0,104.0,40.0,173.0,0.0,10.0,1.641591915,1.971428571,4.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,100.0
23,552,4823.0,4683.0,92.0,48.0,177.0,0.0,10.0,1.682211886,1.96969697,4.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,100.0
24,576,4815.0,4683.0,77.0,55.0,185.0,0.0,10.0,1.7319744769999998,1.9838709680000002,4.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,100.0
25,600,4814.0,4682.0,70.0,62.0,186.0,0.0,10.0,1.722416288,1.9682539680000002,4.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,100.0
26,624,4809.0,4682.0,61.0,66.0,191.0,0.0,10.0,1.726520871,1.950819672,4.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,100.0
27,648,4805.0,4682.0,54.0,69.0,195.0,0.0,10.0,1.7461655409999999,1.949152542,4.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,100.0
28,672,4804.0,4682.0,46.0,76.0,196.0,0.0,10.0,1.7461655409999999,1.949152542,4.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,100.0
29,696,4804.0,4682.0,39.0,83.0,196.0,0.0,10.0,1.7461655409999999,1.949152542,4.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,100.0
30,720,4802.0,4682.0,34.0,86.0,198.0,0.0,10.0,1.713615805,1.896551724,4.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,100.0
31,744,4801.0,4682.0,27.0,92.0,199.0,0.0,10.0,1.713615805,1.896551724,4.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,100.0
32,768,4800.0,4682.0,21.0,97.0,200.0,0.0,10.0,1.713615805,1.896551724,4.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,100.0
33,792,4798.0,4682.0,16.0,100.0,202.0,0.0,10.0,1.7246190240000001,1.9122807019999999,4.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,100.0
34,816,4798.0,4682.0,14.0,102.0,202.0,0.0,10.0,1.7246190240000001,1.9122807019999999,4.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,100.0
35,840,4798.0,4682.0,10.0,106.0,202.0,0.0,10.0,1.7246190240000001,1.9122807019999999,4.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,100.0
36,864,4798.0,4682.0,7.0,109.0,202.0,0.0,10.0,1.7246190240000001,1.9122807019999999,4.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,100.0
37,888,4798.0,4682.0,3.0,113.0,202.0,0.0,10.0,1.7246190240000001,1.9122807019999999,4.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,100.0
38,912,4798.0,4682.0,3.0,113.0,202.0,0.0,10.0,1.7246190240000001,1.9122807019999999,4.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,100.0
39,936,4798.0,4682.0,3.0,113.0,202.0,0.0,10.0,1.7246190240000001,1.9122807019999999,4.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,100.0
40,960,4798.0,4682.0,1.0,115.0,202.0,0.0,10.0,1.7246190240000001,1.9122807019999999,4.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,100.0
41,984,4798.0,4682.0,1.0,115.0,202.0,0.0,10.0,1.7246190240000001,1.9122807019999999,4.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,100.0
42,1008,4798.0,4682.0,1.0,115.0,202.0,0.0,10.0,1.7246190240000001,1.9122807019999999,4.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,100.0
43,1032,4798.0,4682.0,1.0,115.0,202.0,0.0,10.0,1.7246190240000001,1.9122807019999999,4.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,100.0
44,1056,,,,,,,,,,4.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,100.0
45,1080,,,,,,,,,,4.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,100.0
46,1104,,,,,,,,,,4.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,100.0
47,1128,,,,,,,,,,4.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,100.0
48,1152,,,,,,,,,,4.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,100.0
49,1176,,,,,,,,,,4.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,100.0
50,1200,,,,,,,,,,4.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,100.0
51,1224,,,,,,,,,,4.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,100.0
52,1248,,,,,,,,,,4.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,100.0
53,1272,,,,,,,,,,4.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,100.0
54,1296,,,,,,,,,,4.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,100.0
55,1320,,,,,,,,,,4.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,100.0
56,1344,,,,,,,,,,4.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,100.0
57,1368,,,,,,,,,,4.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,100.0
58,1392,,,,,,,,,,4.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,100.0
59,1416,,,,,,,,,,4.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,100.0
60,1440,,,,,,,,,,4.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,100.0
61,1464,,,,,,,,,,4.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,100.0
62,1488,,,,,,,,,,4.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,100.0
63,1512,,,,,,,,,,4.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,100.0
64,1536,,,,,,,,,,4.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,100.0
65,1560,,,,,,,,,,4.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,0.0,100.0
0,0,5000,4999,1,0,0,0,0,0.0,0.0,5.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,70.0,0.0
1,24,5000,4998,2,0,0,0,1,0.0,1.0,5.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,70.0,0.0
2,48,5000,4997,3,0,0,0,1,0.0,1.0,5.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,70.0,0.0
3,72,4998,4997,1,0,2,0,1,0.0,1.0,5.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,70.0,0.0
4,96,4998,4996,2,0,2,0,2,0.0,2.0,5.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,70.0,0.0
5,120,4997,4996,1,0,3,0,2,0.0,2.0,5.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,70.0,0.0
6,144,4997,4996,1,0,3,0,2,0.0,2.0,5.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,70.0,0.0
7,168,4997,4994,3,0,3,0,4,0.0,4.0,5.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,70.0,0.0
8,192,4997,4994,3,0,3,0,4,0.0,4.0,5.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,70.0,0.0
9,216,4997,4992,5,0,3,0,4,1.4142135619999998,3.0,5.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,70.0,0.0
10,240,4997,4991,6,0,3,0,4,1.527525232,2.333333333,5.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,70.0,0.0
11,264,4996,4984,12,0,4,0,6,2.073644135,2.6,5.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,70.0,0.0
12,288,4996,4982,14,0,4,0,6,1.8708286930000002,2.5,5.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,70.0,0.0
13,312,4994,4973,21,0,6,0,8,2.0889318709999998,2.1818181819999998,5.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,70.0,0.0
14,336,4992,4966,26,0,8,0,8,1.875228924,2.142857143,5.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,70.0,0.0
15,360,4991,4955,36,0,9,0,8,1.7404711330000002,2.157894737,5.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,70.0,0.0
16,384,4989,4948,41,0,11,0,8,1.6123173069999999,2.136363636,5.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,70.0,0.0
17,408,4985,4943,42,0,15,0,8,1.529895327,1.9166666669999999,5.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,70.0,0.0
18,432,4984,4934,50,0,16,0,9,1.6979961380000002,2.0370370369999997,5.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,70.0,0.0
19,456,4981,4925,56,0,19,0,10,1.8721447880000002,2.172413793,5.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,70.0,0.0
20,480,4976,4916,60,0,24,0,10,1.78110878,2.121212121,5.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,70.0,0.0
21,504,4968,4907,61,0,32,0,11,1.8383903680000002,2.1176470590000003,5.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,70.0,0.0
22,528,4967,4894,72,1,33,0,11,1.8081792490000002,2.073170732,5.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,70.0,0.0
23,552,4965,4880,84,1,35,0,11,1.763018184,1.9787234040000001,5.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,70.0,0.0
24,576,4960,4862,96,2,40,0,11,1.7427400430000002,2.06,5.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,70.0,0.0
25,600,4954,4842,110,2,46,0,11,1.822419304,2.109090909,5.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,70.0,0.0
26,624,4948,4827,116,5,52,0,11,1.6749410580000001,1.9682539680000002,5.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,70.0,0.0
27,648,4943,4808,130,5,57,0,11,1.60156497,1.9857142859999999,5.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,70.0,0.0
28,672,4938,4790,141,7,62,0,11,1.6074524630000002,2.042253521,5.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,70.0,0.0
29,696,4929,4773,147,9,71,0,11,1.600455785,2.013513514,5.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,70.0,0.0
30,720,4926,4747,168,11,74,0,11,1.4776283630000002,1.977272727,5.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,70.0,0.0
31,744,4919,4725,180,14,81,0,11,1.45110187,2.042553191,5.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,70.0,0.0
32,768,4913,4703,193,17,87,0,11,1.455477874,2.03960396,5.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,70.0,0.0
33,792,4901,4675,206,20,99,0,11,1.4284411190000001,1.938596491,5.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,70.0,0.0
34,816,4885,4649,213,23,115,0,11,1.4084529940000001,1.9105691059999999,5.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,70.0,0.0
35,840,4874,4620,225,29,126,0,11,1.41591491,1.946564885,5.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,70.0,0.0
36,864,4862,4598,235,29,138,0,11,1.4294260769999998,1.97080292,5.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,70.0,0.0
37,888,4851,4580,238,33,149,0,11,1.4431101999999998,1.972413793,5.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,70.0,0.0
38,912,4836,4557,242,37,164,0,11,1.45031067,1.993150685,5.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,70.0,0.0
39,936,4827,4537,244,46,173,0,11,1.4726383109999999,1.987096774,5.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,70.0,0.0
40,960,4814,4510,253,51,186,0,11,1.4856626119999998,2.01875,5.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,70.0,0.0
41,984,4796,4484,257,55,204,0,11,1.477423098,2.012121212,5.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,70.0,0.0
42,1008,4782,4456,266,60,218,0,11,1.4695067380000002,2.017647059,5.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,70.0,0.0
43,1032,4770,4425,281,64,230,0,11,1.4490953130000002,2.0110497240000003,5.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,70.0,0.0
44,1056,4759,4400,290,69,241,0,11,1.428983919,1.9895287959999999,5.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,70.0,0.0
45,1080,4749,4371,305,73,251,0,11,1.41224638,1.975369458,5.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,70.0,0.0
46,1104,4732,4337,316,79,268,0,11,1.440404927,2.0,5.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,70.0,0.0
47,1128,4717,4310,323,84,283,0,11,1.425303745,2.013513514,5.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,70.0,0.0
48,1152,4703,4291,317,95,297,0,11,1.48449873,2.026548673,5.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,70.0,0.0
49,1176,4688,4261,327,100,312,0,11,1.496250975,2.0603448280000003,5.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,70.0,0.0
50,1200,4669,4225,335,109,331,0,11,1.377658373,2.004065041,5.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,70.0,0.0
51,1224,4653,4185,346,122,347,0,11,1.3936617080000002,1.996168582,5.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,70.0,0.0
52,1248,4645,4152,358,135,355,0,11,1.369395479,1.98540146,5.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,70.0,0.0
53,1272,4627,4118,368,141,373,0,11,1.3795698630000002,2.003571429,5.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,70.0,0.0
54,1296,4611,4083,379,149,389,0,11,1.3810293409999999,2.017064846,5.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,70.0,0.0
55,1320,4584,4050,375,159,416,0,11,1.387183663,2.033783784,5.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,70.0,0.0
56,1344,4569,4005,393,171,431,0,11,1.374746249,2.003134796,5.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,70.0,0.0
57,1368,4548,3963,406,179,452,0,11,1.3837030559999999,2.0,5.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,70.0,0.0
58,1392,4530,3911,431,188,470,0,11,1.3905073000000001,2.014367816,5.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,70.0,0.0
59,1416,4503,3860,445,198,497,0,11,1.3878256530000002,2.038888889,5.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,70.0,0.0
60,1440,4481,3813,455,213,519,0,11,1.334400282,2.026595745,5.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,70.0,0.0
61,1464,4462,3772,471,219,538,0,11,1.3463346230000002,2.054404145,5.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,70.0,0.0
62,1488,4441,3723,487,231,559,0,11,1.359180496,2.0547263680000003,5.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,70.0,0.0
63,1512,4429,3673,511,245,571,0,11,1.360282756,2.052009456,5.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,70.0,0.0
64,1536,4410,3616,539,255,590,0,11,1.379888379,2.052154195,5.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,70.0,0.0
65,1560,4383,3563,551,269,617,0,11,1.384110575,2.0021551719999997,5.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,70.0,0.0
0,0,5000,4999,1,0,0,0,0,0.0,0.0,6.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,70.0,80.0
1,24,5000,4996,4,0,0,0,3,0.0,3.0,6.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,70.0,80.0
2,48,5000,4992,8,0,0,0,3,0.957427108,1.75,6.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,70.0,80.0
3,72,4999,4980,19,0,1,0,4,1.281739889,2.25,6.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,70.0,80.0
4,96,4997,4968,29,0,3,0,6,1.5075567230000002,2.545454545,6.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,70.0,80.0
5,120,4995,4965,30,0,5,0,6,1.505042031,2.416666667,6.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,0.0,70.0,80.0
